Order date	Name	Email	Mobile	Movie Code	Day of Movie	Time of Movie	#STA	$STA	#STP	$STP	#STC	$STC	#FCA	$FCA	#FCP	$FCP	#FCC	$FCC	Total	GST
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 8:40"	ff	dd@ee.com	0411111111	AHF	WED	12pm	0	0	2	27	0	0	0	0	0	0	0	0	27.00	2.45
"Wednesday 16/02/22 9:13"	ff	dd@ee.com	0411111111	AHF	SUN	9pm	4	82	2	36	0	0	4	120	7	189	5	120	547.00	49.73
"Wednesday 16/02/22 9:13"	ff	dd@ee.com	0411111111	AHF	SUN	9pm	4	82	2	36	0	0	4	120	7	189	5	120	547.00	49.73
"Wednesday 16/02/22 9:46"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	0	0	0	0	221.00	20.09
"Wednesday 16/02/22 9:46"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	0	0	0	0	221.00	20.09
"Wednesday 16/02/22 9:46"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	0	0	0	0	221.00	20.09
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 10:13"	ee	w@w.com	0411444444	AHF	THURS	12pm	1	15	1	13.5	1	12	1	24	1	22.5	1	21	108.00	9.82
"Wednesday 16/02/22 10:25"	e	w@w.com	0411444444	AHF	SAT	9pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 10:25"	e	w@w.com	0411444444	AHF	SAT	9pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 9:58"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	2	41	3	54	4	66	2	60	2	54	2	48	323.00	29.36
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:43"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	0	0	0	0	0	0	0	0	0	0	20.50	1.86
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:25"	e	w@w.com	0411444444	AHF	SAT	9pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:25"	e	w@w.com	0411444444	AHF	SAT	9pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 11:15"	e	e@e.com	0411444444	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	0	0	0	0	85.00	7.73
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 10:48"	ff	dd@ee.com	0411111111	RMC	SAT	3pm	1	20.5	1	18	1	16.5	1	30	1	27	1	24	136.00	12.36
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:50"	ee	w@w.com	0411444444	RMC	SAT	3pm	4	82	4	72	4	66	4	120	4	108	4	96	544.00	49.45
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
"Wednesday 16/02/22 11:49"	ff	dd@ee.com	0411111111	RMC	MON	6pm	1	15	6	81	1	12	1	24	1	22.5	1	21	175.50	15.95
